age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
47,admin.,married,unknown,no,no,yes,cellular,apr,wed,764,nonexistent,0,2,no
39,services,married,basic.9y,unknown,yes,yes,telephone,apr,wed,93,nonexistent,0,2,no
38,services,single,high.school,no,yes,no,cellular,apr,wed,1665,nonexistent,0,3,yes
41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,213,nonexistent,0,3,no
29,admin.,single,university.degree,no,no,no,cellular,apr,wed,548,nonexistent,0,2,yes
33,admin.,single,university.degree,no,no,no,cellular,apr,wed,171,nonexistent,0,2,no
30,unemployed,single,basic.9y,no,no,no,cellular,apr,wed,142,nonexistent,0,4,yes
46,services,married,high.school,no,yes,no,cellular,apr,wed,417,failure,2,2,no
43,self-employed,married,high.school,unknown,yes,no,cellular,apr,wed,902,nonexistent,0,2,no
29,admin.,married,university.degree,no,yes,no,cellular,apr,wed,350,nonexistent,0,2,yes
59,admin.,married,high.school,no,yes,no,cellular,apr,wed,101,nonexistent,0,2,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,wed,124,nonexistent,0,2,no
20,student,single,high.school,no,yes,no,cellular,apr,thu,162,failure,1,4,no
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,68,failure,2,3,no
37,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,435,failure,1,2,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,thu,87,nonexistent,0,1,no
21,services,single,high.school,no,yes,no,cellular,apr,thu,374,nonexistent,0,3,no
41,admin.,married,university.degree,unknown,yes,yes,telephone,apr,thu,40,nonexistent,0,1,no
52,admin.,married,high.school,no,no,no,cellular,apr,thu,312,nonexistent,0,2,no
21,services,single,high.school,no,yes,yes,cellular,apr,thu,820,nonexistent,0,2,no
41,admin.,single,university.degree,no,yes,no,cellular,apr,thu,328,nonexistent,0,1,no
28,services,single,high.school,no,no,no,cellular,apr,thu,528,nonexistent,0,1,no
46,technician,single,basic.9y,no,yes,no,cellular,apr,thu,168,nonexistent,0,1,no
43,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,thu,105,failure,1,1,no
43,technician,married,professional.course,no,no,no,cellular,apr,thu,264,nonexistent,0,1,no
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,592,failure,1,4,yes
59,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,125,nonexistent,0,6,no
44,management,divorced,university.degree,no,yes,no,cellular,apr,thu,207,nonexistent,0,1,no
24,admin.,single,professional.course,no,yes,no,cellular,apr,thu,125,nonexistent,0,6,no
35,services,married,basic.9y,no,yes,no,cellular,apr,thu,150,nonexistent,0,1,no
32,self-employed,single,university.degree,no,no,no,cellular,apr,thu,394,nonexistent,0,1,yes
35,services,married,basic.9y,no,no,no,cellular,apr,thu,85,nonexistent,0,1,no
43,admin.,divorced,high.school,no,yes,no,cellular,apr,thu,448,failure,1,2,yes
33,technician,single,university.degree,no,no,no,cellular,apr,thu,657,nonexistent,0,1,yes
38,services,married,basic.9y,no,yes,no,cellular,apr,thu,220,failure,1,1,no
38,technician,married,high.school,no,no,no,cellular,apr,thu,113,nonexistent,0,1,no
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,241,failure,1,1,no
32,services,divorced,high.school,no,no,no,cellular,apr,thu,765,nonexistent,0,3,no
35,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,thu,311,failure,1,1,no
33,technician,single,university.degree,no,unknown,unknown,cellular,apr,thu,527,nonexistent,0,3,yes
67,retired,married,university.degree,no,yes,no,telephone,apr,thu,126,nonexistent,0,4,no
33,technician,single,university.degree,no,no,no,cellular,apr,thu,304,nonexistent,0,1,no
40,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,161,nonexistent,0,1,no
40,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,236,failure,1,1,no
41,technician,married,university.degree,unknown,no,yes,cellular,apr,thu,272,failure,1,1,no
32,blue-collar,married,high.school,no,yes,no,cellular,apr,thu,259,failure,1,2,no
51,services,married,high.school,unknown,no,no,cellular,apr,thu,278,nonexistent,0,3,no
41,technician,married,university.degree,unknown,yes,yes,cellular,apr,thu,139,nonexistent,0,1,no
48,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,thu,429,nonexistent,0,2,no
33,services,divorced,university.degree,no,yes,no,cellular,apr,thu,230,nonexistent,0,1,no
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,96,nonexistent,0,4,no
45,admin.,married,high.school,no,no,yes,cellular,apr,thu,109,failure,1,2,no
33,technician,single,university.degree,no,yes,no,cellular,apr,thu,530,nonexistent,0,1,yes
33,technician,single,university.degree,no,yes,no,cellular,apr,thu,71,failure,1,1,no
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,159,nonexistent,0,1,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,104,nonexistent,0,1,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,214,nonexistent,0,1,yes
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,184,nonexistent,0,1,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,failure,1,1,yes
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,435,nonexistent,0,1,yes
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,188,nonexistent,0,1,no
45,admin.,single,unknown,no,yes,no,cellular,apr,thu,62,failure,1,2,no
35,services,married,high.school,no,yes,no,cellular,apr,thu,466,failure,2,2,no
52,admin.,married,university.degree,no,yes,no,telephone,apr,thu,327,failure,1,2,no
42,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,290,failure,1,2,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,179,nonexistent,0,1,yes
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,464,nonexistent,0,1,no
46,technician,single,basic.9y,no,no,no,cellular,apr,thu,221,failure,1,2,no
49,blue-collar,married,basic.6y,unknown,yes,yes,cellular,apr,thu,504,nonexistent,0,1,no
33,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,233,nonexistent,0,1,yes
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,245,nonexistent,0,3,yes
52,admin.,married,high.school,no,yes,no,cellular,apr,thu,152,failure,1,2,no
45,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,132,nonexistent,0,1,no
33,technician,single,university.degree,no,yes,no,cellular,apr,thu,106,nonexistent,0,2,no
50,blue-collar,married,high.school,unknown,no,no,cellular,apr,thu,339,nonexistent,0,1,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,152,nonexistent,0,2,yes
36,retired,married,high.school,no,yes,no,cellular,apr,thu,98,nonexistent,0,6,no
41,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,thu,268,failure,1,1,no
47,technician,divorced,professional.course,no,no,no,cellular,apr,thu,337,nonexistent,0,2,no
54,self-employed,married,basic.9y,no,yes,no,cellular,apr,thu,133,nonexistent,0,1,no
43,entrepreneur,married,high.school,no,yes,no,cellular,apr,thu,90,nonexistent,0,2,no
28,services,single,high.school,no,yes,no,cellular,apr,thu,322,nonexistent,0,2,no
46,technician,single,basic.9y,no,no,no,cellular,apr,thu,385,failure,1,2,no
45,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,317,nonexistent,0,5,yes
36,admin.,single,university.degree,no,no,no,cellular,apr,thu,208,failure,1,12,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,627,failure,3,2,no
29,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1042,nonexistent,0,2,yes
41,admin.,married,university.degree,unknown,yes,yes,cellular,apr,thu,240,nonexistent,0,3,no
40,services,married,basic.6y,unknown,no,no,cellular,apr,thu,140,failure,2,2,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,490,failure,2,3,yes
57,services,married,high.school,no,yes,no,cellular,apr,thu,275,failure,1,2,no
37,blue-collar,married,professional.course,no,no,no,cellular,apr,thu,188,nonexistent,0,1,no
33,services,married,high.school,no,yes,no,cellular,apr,thu,236,failure,1,1,no
30,admin.,single,university.degree,no,yes,no,telephone,apr,tue,563,nonexistent,0,2,no
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,136,nonexistent,0,3,no
41,technician,married,high.school,no,yes,yes,cellular,apr,tue,142,nonexistent,0,2,no
36,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,tue,283,nonexistent,0,2,no
36,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,129,nonexistent,0,1,no
34,self-employed,single,university.degree,no,no,no,telephone,apr,tue,86,nonexistent,0,6,no
30,admin.,married,university.degree,no,no,no,cellular,apr,tue,259,nonexistent,0,1,no
24,admin.,single,high.school,no,yes,no,cellular,apr,tue,255,failure,1,1,no
41,technician,married,professional.course,no,yes,no,cellular,apr,tue,466,failure,1,5,yes
41,admin.,divorced,university.degree,no,no,no,cellular,apr,tue,82,nonexistent,0,4,no
34,admin.,married,university.degree,no,yes,no,cellular,apr,tue,565,nonexistent,0,2,no
42,admin.,single,professional.course,no,yes,no,cellular,apr,tue,251,nonexistent,0,1,no
42,admin.,single,professional.course,no,no,no,cellular,apr,tue,262,nonexistent,0,1,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,269,failure,1,3,no
37,admin.,single,university.degree,no,no,no,cellular,apr,tue,283,nonexistent,0,3,no
73,retired,divorced,basic.4y,no,no,yes,cellular,apr,tue,342,nonexistent,0,1,yes
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,427,failure,1,4,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,255,nonexistent,0,7,no
38,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,110,failure,1,1,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,461,nonexistent,0,1,yes
46,admin.,married,professional.course,no,yes,no,cellular,apr,tue,62,nonexistent,0,1,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,145,nonexistent,0,1,no
42,services,single,basic.6y,no,yes,yes,cellular,apr,tue,213,nonexistent,0,3,no
59,blue-collar,married,basic.9y,no,no,no,telephone,apr,tue,111,failure,1,3,no
46,blue-collar,divorced,basic.9y,no,yes,no,telephone,apr,tue,266,nonexistent,0,3,no
34,self-employed,single,university.degree,no,yes,no,telephone,apr,tue,118,nonexistent,0,6,no
34,admin.,single,university.degree,no,no,no,cellular,apr,tue,142,nonexistent,0,1,yes
35,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,855,nonexistent,0,1,no
34,admin.,single,university.degree,no,no,no,cellular,apr,tue,344,failure,1,1,yes
34,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,125,nonexistent,0,1,yes
24,services,single,high.school,no,yes,no,cellular,apr,tue,850,nonexistent,0,2,yes
48,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,85,failure,1,1,no
34,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,441,nonexistent,0,2,no
24,services,single,high.school,no,yes,no,telephone,apr,tue,104,failure,1,1,no
48,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,179,nonexistent,0,1,no
24,services,single,high.school,no,yes,no,cellular,apr,tue,114,nonexistent,0,1,no
24,services,single,high.school,no,yes,no,cellular,apr,tue,114,nonexistent,0,1,no
59,retired,married,university.degree,no,no,no,cellular,apr,tue,1073,nonexistent,0,1,yes
47,self-employed,married,basic.9y,no,yes,no,telephone,apr,tue,226,nonexistent,0,5,no
34,self-employed,single,university.degree,no,no,no,cellular,apr,tue,94,nonexistent,0,5,no
24,services,single,high.school,no,yes,no,cellular,apr,tue,1594,failure,1,1,yes
24,services,single,high.school,no,no,no,cellular,apr,tue,450,nonexistent,0,1,yes
55,admin.,single,high.school,no,yes,no,cellular,apr,tue,461,failure,1,2,no
30,admin.,single,university.degree,no,no,yes,cellular,apr,tue,505,nonexistent,0,1,yes
55,admin.,married,high.school,no,no,no,cellular,apr,tue,163,nonexistent,0,2,no
42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,nonexistent,0,2,yes
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,62,nonexistent,0,1,no
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,184,nonexistent,0,1,yes
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,168,nonexistent,0,1,yes
28,blue-collar,single,university.degree,no,yes,no,cellular,apr,tue,49,nonexistent,0,1,no
35,admin.,married,university.degree,no,no,no,cellular,apr,tue,72,nonexistent,0,1,no
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,tue,314,nonexistent,0,1,no
30,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,178,nonexistent,0,1,no
57,technician,married,professional.course,no,yes,no,cellular,apr,tue,232,nonexistent,0,1,no
57,technician,married,professional.course,no,yes,no,cellular,apr,tue,324,nonexistent,0,1,yes
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,252,nonexistent,0,5,no
56,management,married,basic.9y,unknown,no,no,cellular,apr,tue,584,nonexistent,0,1,no
30,admin.,married,university.degree,no,no,no,cellular,apr,tue,161,nonexistent,0,1,yes
30,admin.,married,university.degree,no,yes,no,cellular,apr,tue,496,nonexistent,0,1,yes
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,95,nonexistent,0,2,no
46,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,332,nonexistent,0,3,no
30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,111,nonexistent,0,1,yes
39,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,308,nonexistent,0,2,no
71,retired,married,basic.4y,no,no,no,telephone,apr,tue,129,nonexistent,0,2,no
25,admin.,single,university.degree,no,no,no,cellular,apr,tue,247,nonexistent,0,1,no
28,blue-collar,single,university.degree,no,no,no,cellular,apr,tue,107,nonexistent,0,3,yes
42,self-employed,married,university.degree,no,yes,no,cellular,apr,tue,216,failure,1,1,yes
46,technician,married,professional.course,no,no,no,cellular,apr,tue,279,nonexistent,0,1,yes
31,blue-collar,single,unknown,no,no,no,cellular,apr,tue,424,failure,2,2,no
34,blue-collar,single,high.school,no,no,no,cellular,apr,tue,259,failure,2,2,no
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,nonexistent,0,1,yes
33,management,married,university.degree,unknown,yes,yes,cellular,apr,tue,258,nonexistent,0,8,no
61,retired,married,university.degree,no,yes,no,cellular,apr,tue,216,nonexistent,0,1,yes
36,services,married,high.school,no,unknown,unknown,cellular,apr,tue,104,nonexistent,0,3,no
45,admin.,single,basic.9y,no,yes,yes,cellular,apr,tue,119,failure,1,2,no
36,admin.,married,university.degree,no,no,no,cellular,apr,tue,108,failure,1,6,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,72,nonexistent,0,4,no
42,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,101,nonexistent,0,5,no
69,retired,divorced,university.degree,no,yes,no,cellular,apr,tue,207,nonexistent,0,2,yes
26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,300,nonexistent,0,3,yes
28,admin.,single,university.degree,no,yes,no,cellular,apr,tue,295,nonexistent,0,5,yes
23,technician,single,professional.course,no,no,yes,cellular,apr,tue,422,nonexistent,0,4,no
29,admin.,single,university.degree,no,yes,no,telephone,apr,tue,61,nonexistent,0,3,no
38,admin.,married,university.degree,no,yes,no,cellular,apr,tue,108,nonexistent,0,2,no
47,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,225,failure,1,4,no
41,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,tue,608,nonexistent,0,2,no
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,189,nonexistent,0,2,no
46,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,201,failure,1,6,no
49,admin.,married,unknown,no,yes,yes,cellular,apr,wed,61,nonexistent,0,3,no
70,retired,married,basic.4y,no,yes,no,cellular,apr,wed,223,nonexistent,0,2,yes
67,retired,married,professional.course,no,no,no,telephone,apr,wed,47,nonexistent,0,2,no
39,technician,single,professional.course,no,yes,no,cellular,apr,wed,226,nonexistent,0,2,no
56,admin.,married,basic.9y,no,yes,no,cellular,apr,wed,431,nonexistent,0,2,no
23,student,single,basic.4y,no,yes,no,cellular,apr,wed,1372,nonexistent,0,4,no
37,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,343,failure,1,2,no
56,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,141,nonexistent,0,12,no
38,technician,divorced,university.degree,no,no,no,cellular,apr,wed,141,failure,2,2,no
32,unemployed,single,university.degree,no,yes,no,telephone,apr,wed,165,failure,1,2,yes
34,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,139,nonexistent,0,2,no
70,retired,married,basic.4y,no,no,no,cellular,apr,wed,167,failure,1,2,yes
56,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,wed,332,nonexistent,0,2,no
56,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,wed,87,nonexistent,0,2,no
43,management,married,basic.6y,no,no,no,cellular,apr,wed,945,failure,1,1,yes
25,student,single,high.school,no,yes,yes,cellular,apr,wed,82,nonexistent,0,1,yes
47,admin.,married,high.school,no,yes,no,cellular,apr,wed,903,failure,1,2,yes
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,282,nonexistent,0,2,yes
30,admin.,married,university.degree,no,no,yes,cellular,apr,wed,389,failure,1,2,no
45,services,married,high.school,no,yes,no,cellular,apr,wed,651,nonexistent,0,4,no
30,management,single,university.degree,no,yes,no,cellular,apr,wed,692,nonexistent,0,1,no
29,unemployed,single,high.school,no,no,no,cellular,apr,wed,217,nonexistent,0,2,no
36,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,93,nonexistent,0,1,no
66,retired,married,basic.4y,no,yes,no,cellular,apr,wed,253,nonexistent,0,2,no
44,management,married,basic.6y,no,yes,no,cellular,apr,wed,139,nonexistent,0,1,no
44,management,married,basic.6y,no,yes,yes,cellular,apr,wed,154,nonexistent,0,1,no
40,management,single,basic.9y,no,yes,no,cellular,apr,wed,601,nonexistent,0,1,no
53,retired,married,high.school,no,no,no,telephone,apr,wed,44,nonexistent,0,1,no
53,retired,married,high.school,no,no,no,cellular,apr,wed,349,nonexistent,0,1,no
35,technician,married,professional.course,no,no,no,cellular,apr,wed,225,nonexistent,0,2,no
41,entrepreneur,single,professional.course,no,yes,no,cellular,apr,wed,103,nonexistent,0,2,no
44,technician,single,professional.course,no,yes,no,cellular,apr,wed,75,failure,1,1,no
35,technician,married,professional.course,no,yes,no,cellular,apr,wed,251,nonexistent,0,1,no
44,technician,single,professional.course,no,no,no,cellular,apr,wed,609,nonexistent,0,1,no
41,services,single,high.school,no,no,no,cellular,apr,wed,134,nonexistent,0,1,no
32,admin.,married,university.degree,no,yes,no,cellular,apr,wed,166,nonexistent,0,1,no
41,services,married,high.school,no,yes,yes,cellular,apr,wed,301,failure,1,1,no
32,admin.,married,university.degree,no,yes,no,cellular,apr,wed,177,nonexistent,0,1,no
52,entrepreneur,married,university.degree,no,yes,no,cellular,apr,wed,126,failure,2,1,no
44,technician,married,professional.course,no,yes,no,cellular,apr,wed,56,failure,1,1,no
60,housemaid,married,basic.4y,no,no,no,cellular,apr,wed,85,nonexistent,0,1,no
40,blue-collar,divorced,unknown,unknown,no,no,cellular,apr,wed,149,nonexistent,0,1,no
59,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,194,nonexistent,0,1,no
49,management,married,university.degree,no,no,no,cellular,apr,wed,1214,nonexistent,0,1,yes
21,admin.,single,high.school,no,yes,no,cellular,apr,wed,122,nonexistent,0,1,no
32,unemployed,single,university.degree,no,no,no,cellular,apr,wed,110,nonexistent,0,1,yes
32,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,187,nonexistent,0,1,no
44,unemployed,divorced,basic.9y,no,no,no,cellular,apr,wed,114,nonexistent,0,1,no
36,housemaid,married,basic.4y,no,yes,no,cellular,apr,wed,310,nonexistent,0,7,no
42,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,1217,nonexistent,0,3,yes
29,technician,single,university.degree,no,yes,no,cellular,apr,wed,389,nonexistent,0,2,yes
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,48,nonexistent,0,1,no
26,admin.,single,high.school,no,no,no,cellular,apr,wed,171,nonexistent,0,1,yes
66,retired,married,basic.4y,no,yes,no,cellular,apr,wed,512,nonexistent,0,11,yes
32,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,125,nonexistent,0,2,no
44,technician,single,professional.course,no,yes,no,cellular,apr,wed,412,nonexistent,0,2,no
32,admin.,single,high.school,no,yes,yes,cellular,apr,wed,120,nonexistent,0,1,no
70,retired,married,basic.4y,no,no,no,cellular,apr,wed,86,nonexistent,0,1,no
67,retired,married,professional.course,no,yes,no,cellular,apr,wed,140,nonexistent,0,1,yes
27,technician,single,professional.course,no,no,no,cellular,apr,wed,72,nonexistent,0,1,no
37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,135,nonexistent,0,1,yes
52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,437,failure,1,1,no
33,admin.,married,university.degree,no,no,no,cellular,apr,wed,441,nonexistent,0,1,yes
52,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,358,nonexistent,0,1,no
33,admin.,married,university.degree,no,yes,no,cellular,apr,wed,355,nonexistent,0,1,yes
57,technician,married,high.school,no,yes,no,cellular,apr,wed,82,failure,1,1,no
26,admin.,single,high.school,no,yes,no,telephone,apr,wed,170,nonexistent,0,3,yes
57,technician,married,high.school,no,no,no,cellular,apr,wed,469,nonexistent,0,1,no
57,technician,married,high.school,no,yes,no,cellular,apr,wed,99,nonexistent,0,1,no
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,129,nonexistent,0,1,yes
31,admin.,married,university.degree,no,no,no,telephone,apr,wed,118,nonexistent,0,3,yes
43,management,married,basic.6y,no,no,no,cellular,apr,wed,121,failure,1,1,no
25,student,single,high.school,no,no,no,telephone,apr,wed,405,nonexistent,0,1,yes
25,student,single,high.school,no,no,no,cellular,apr,wed,442,nonexistent,0,1,no
25,student,single,high.school,no,no,no,cellular,apr,wed,54,nonexistent,0,1,no
30,admin.,married,university.degree,no,no,no,cellular,apr,wed,1038,nonexistent,0,2,yes
33,admin.,single,university.degree,no,yes,yes,telephone,apr,wed,117,nonexistent,0,1,no
31,admin.,single,university.degree,no,no,no,telephone,apr,wed,85,nonexistent,0,2,no
55,blue-collar,single,basic.4y,no,yes,no,cellular,apr,wed,171,nonexistent,0,2,no
37,services,married,basic.9y,no,yes,no,cellular,apr,wed,103,nonexistent,0,2,no
33,blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,397,failure,1,2,no
51,management,married,unknown,no,yes,no,cellular,apr,wed,309,nonexistent,0,2,no
37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,142,nonexistent,0,5,no
56,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,185,nonexistent,0,2,no
30,admin.,married,university.degree,no,no,no,cellular,apr,wed,520,failure,1,3,no
66,retired,married,basic.4y,no,no,yes,cellular,apr,wed,139,failure,1,5,yes
30,management,single,university.degree,no,no,no,cellular,apr,wed,244,nonexistent,0,3,no
45,management,married,university.degree,no,no,no,telephone,apr,wed,221,nonexistent,0,4,no
54,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,266,nonexistent,0,2,no
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,wed,623,failure,2,2,no
71,retired,married,high.school,no,yes,no,cellular,apr,wed,162,nonexistent,0,2,no
39,technician,single,professional.course,no,yes,no,cellular,apr,wed,80,nonexistent,0,3,no
40,blue-collar,single,basic.4y,unknown,no,no,cellular,apr,wed,158,failure,1,2,no
39,technician,single,professional.course,no,no,no,cellular,apr,wed,540,success,1,3,no
55,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,failure,1,3,no
41,services,single,high.school,no,yes,yes,cellular,apr,wed,264,nonexistent,0,2,yes
36,management,married,university.degree,no,no,no,cellular,apr,wed,353,nonexistent,0,2,yes
51,entrepreneur,married,illiterate,no,no,no,cellular,apr,thu,87,nonexistent,0,2,no
51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,nonexistent,0,3,yes
63,retired,married,unknown,no,yes,no,cellular,apr,thu,144,nonexistent,0,4,yes
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,78,nonexistent,0,2,yes
42,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,55,nonexistent,0,4,no
47,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,206,nonexistent,0,3,no
30,admin.,married,high.school,unknown,yes,no,cellular,apr,thu,648,nonexistent,0,1,yes
26,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,251,nonexistent,0,2,yes
39,management,single,university.degree,unknown,no,no,cellular,apr,thu,370,failure,1,1,no
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,334,nonexistent,0,2,yes
35,services,married,high.school,no,yes,no,cellular,apr,thu,137,failure,1,1,no
29,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,122,nonexistent,0,3,no
39,management,single,university.degree,unknown,yes,no,telephone,apr,thu,75,nonexistent,0,2,no
57,technician,married,university.degree,no,yes,no,cellular,apr,thu,836,nonexistent,0,1,yes
40,entrepreneur,married,professional.course,unknown,yes,no,cellular,apr,thu,176,failure,1,1,no
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,271,nonexistent,0,2,yes
33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,827,failure,1,1,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,218,nonexistent,0,1,no
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,258,failure,1,1,no
64,retired,married,basic.6y,no,yes,no,cellular,apr,thu,67,nonexistent,0,4,no
57,retired,married,basic.4y,no,no,no,cellular,apr,thu,199,failure,1,2,no
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,71,nonexistent,0,2,no
48,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,220,nonexistent,0,1,no
33,admin.,married,university.degree,no,yes,no,cellular,apr,thu,124,nonexistent,0,1,no
42,services,married,high.school,unknown,yes,yes,cellular,apr,thu,243,failure,1,1,no
52,services,divorced,high.school,no,no,no,cellular,apr,thu,198,nonexistent,0,2,no
54,entrepreneur,divorced,unknown,no,no,yes,cellular,apr,thu,461,failure,1,2,no
45,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,82,nonexistent,0,1,no
37,entrepreneur,married,professional.course,no,no,no,cellular,apr,thu,284,failure,1,1,no
52,retired,married,basic.4y,unknown,no,no,cellular,apr,thu,204,failure,1,1,no
31,technician,married,university.degree,no,yes,no,cellular,apr,thu,35,nonexistent,0,1,no
52,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,291,failure,1,1,no
27,services,single,university.degree,no,yes,no,cellular,apr,thu,201,nonexistent,0,1,no
27,services,single,university.degree,no,yes,no,cellular,apr,thu,297,nonexistent,0,1,no
27,services,single,university.degree,no,yes,no,cellular,apr,thu,384,nonexistent,0,1,no
35,admin.,married,university.degree,no,no,no,cellular,apr,thu,250,nonexistent,0,1,no
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,479,failure,1,1,no
40,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,324,failure,1,1,no
